30,60,0,30
60,90,0,30
30,60,30,60
60,90,30,60
30,60,60,90
60,90,60,90
30,60,90,120
60,90,90,120
30,60,120,150
60,90,120,150
30,60,150,180
60,90,150,180
30,60,180,210
60,90,180,210
30,60,210,240
60,90,210,240
30,60,240,270
60,90,240,270
30,60,270,300
60,90,270,300
30,60,300,330
60,90,300,330
30,60,330,360
60,90,330,360
