5,2018,12,4,1,5,1,1,100,0,0,0,0,0,0,0,60,90,0,360,70,90,0,360,1,0,1,0,0
5,2017,12,4,1,5,1,1,100,0,0,0,0,0,0,0,60,90,0,360,70,90,0,360,2,0,1,0,0
5,2016,12,4,1,5,1,1,100,0,0,0,0,0,0,0,60,90,0,360,70,90,0,360,3,0,1,0,0
5,2015,12,4,1,5,1,1,100,0,0,0,0,0,0,0,60,90,0,360,70,90,0,360,4,0,1,0,0
5,2014,12,4,1,5,1,1,100,0,0,0,0,0,0,0,60,90,0,360,70,90,0,360,5,0,1,0,0
5,2013,12,4,1,5,1,1,100,0,0,0,0,0,0,0,60,90,0,360,70,90,0,360,6,0,1,0,0
5,2012,12,4,1,5,1,1,100,0,0,0,0,0,0,0,60,90,0,360,70,90,0,360,7,0,1,0,0
5,2011,12,4,1,5,1,1,100,0,0,0,0,0,0,0,60,90,0,360,70,90,0,360,8,0,1,0,0
5,2010,12,4,1,5,1,1,100,0,0,0,0,0,0,0,60,90,0,360,70,90,0,360,9,0,1,0,0
5,2009,12,4,1,5,1,1,100,0,0,0,0,0,0,0,60,90,0,360,70,90,0,360,10,0,1,0,0
5,2008,12,4,1,5,1,1,100,0,0,0,0,0,0,0,60,90,0,360,70,90,0,360,11,0,1,0,0
5,2007,12,4,1,5,1,1,100,0,0,0,0,0,0,0,60,90,0,360,70,90,0,360,12,0,1,0,0
5,2006,12,4,1,5,1,1,100,0,0,0,0,0,0,0,60,90,0,360,70,90,0,360,13,0,1,0,0
5,2005,12,4,1,5,1,1,100,0,0,0,0,0,0,0,60,90,0,360,70,90,0,360,14,0,1,0,0
5,2004,12,4,1,5,1,1,100,0,0,0,0,0,0,0,60,90,0,360,70,90,0,360,15,0,1,0,0
5,2003,12,4,1,5,1,1,100,0,0,0,0,0,0,0,60,90,0,360,70,90,0,360,16,0,1,0,0
5,2002,12,4,1,5,1,1,100,0,0,0,0,0,0,0,60,90,0,360,70,90,0,360,17,0,1,0,0
5,2001,12,4,1,5,1,1,100,0,0,0,0,0,0,0,60,90,0,360,70,90,0,360,18,0,1,0,0
