1,1979,4.0532,0.1955,0.0906,0.8570,13.2953
2,1979,4.0721,0.3769,0.1704,0.9531,14.0603
3,1979,4.0664,0.4390,0.1347,1.0604,14.1403
4,1979,4.1346,0.2914,0.0488,0.9208,13.4441
1,1980,4.1537,0.1255,0.0435,0.7951,11.9749
2,1980,4.0500,0.0301,0.0090,0.5855,10.1476
3,1980,3.6656,0.0058,0.0000,0.2697,7.4088
