1980,4,15.51,0.92,-0.82,-12.9,6.9
1980,5,14.03,0.69,-1.22,-3.5,7.5
1980,6,12.31,-0.57,-1.04,-4.7,7.6
1980,7,10.39,-0.07,-0.22,-1.7,7.8
1980,8,8.04,0.07,0.05,1.4,7.7
1980,9,7.83,-0.04,0.07,-5.2,7.5
1980,10,9.46,1.04,-2.07,-1.9,7.5
1980,11,11.68,0.85,-1.62,-3.4,7.5
1980,12,13.7,0.51,-0.63,-0.9,7.2
1981,1,15.03,1.07,0.69,2.7,7.5
1981,2,15.7,1.22,0.5,-3.2,7.4
1981,3,15.65,1.31,-0.22,-16.6,7.4
1981,4,15.14,1.29,-0.58,-5.5,7.2
1981,5,13.88,1.42,-0.24,7.6,7.5
1981,6,12.56,1.95,-0.86,11.5,7.5
1981,7,10.62,1.13,-0.88,9.4,7.2
1981,8,7.86,0.56,0.35,5.9,7.4
1981,9,7.24,0.84,-0.46,7.5,7.6
1981,10,9.19,0.33,0.35,-5,7.9
1981,11,11.15,0.69,0.18,2.6,8.3
1981,12,13.72,0.7,-0.71,4.7,8.5
1982,1,15.26,0.36,0.02,9.4,8.6
1982,2,16.1,0.27,0.76,0.6,8.9
1982,3,16.17,0.11,0.47,2.4,9
1982,4,15.58,-0.24,0.63,-3.8,9.3
1982,5,14.15,-0.69,0.69,-8.2,9.4
1982,6,12.69,-0.7,0.38,-20.1,9.6
1982,7,10.74,0.09,-0.73,-19.3,9.8
1982,8,8.26,-0.02,-0.82,-23.6,9.8
1982,9,7.44,0.62,-0.59,-21.4,10.1
1982,10,9.99,0.34,-0.16,-20.2,10.4
1982,11,11.9,-0.34,0.37,-31.1,10.8
1982,12,13.82,0.36,-0.32,-21.3,10.8
1983,1,15.1,0.58,-0.64,-30.6,10.4
1983,2,16.04,1.06,-0.97,-33.3,10.4
1983,3,16.13,1.78,-0.6,-28,10.3
1983,4,15.31,1.5,-0.99,-17,10.2
1983,5,13.52,1.25,-0.93,6,10.1
1983,6,12.35,1.83,-1.45,-3.1,10.1
1983,7,10.9,2.44,-2.5,-7.6,9.4
1983,8,8.36,1.34,-1.57,0.1,9.5
1983,9,7.51,0.56,-0.61,9.9,9.2
1983,10,9.65,0.62,-0.8,4.2,8.8
1983,11,11.62,1.08,-1.11,-0.7,8.5
1983,12,13.43,1.63,-0.6,0.1,8.3
1984,1,14.61,1.41,0.41,1.3,8
1984,2,15.38,1.25,0.22,5.8,7.8
1984,3,15.65,1.5,0.29,-5.8,7.8
1984,4,15.17,1.07,-0.17,2,7.7
1984,5,13.66,1.03,-0.22,-0.3,7.4
1984,6,12.19,0.26,0.55,-8.7,7.2
1984,7,10.14,0.18,0,2.2,7.5
1984,8,7.87,0.5,0,2.7,7.5
1984,9,7.1,0.42,-0.2,2,7.3
1984,10,8.84,0.66,-0.42,-5,7.4
1984,11,11.28,0.73,-0.53,3.9,7.2
1984,12,13.17,0.69,-0.5,-1.4,7.3
1985,1,14.86,1.02,0.18,-3.5,7.3
1985,2,15.72,0.85,0.54,6.7,7.2
1985,3,16.09,0.21,0.06,-2,7.2
1985,4,15.34,-0.03,-0.24,14.4,7.3
1985,5,14.22,-0.44,-0.3,2.8,7.2
1985,6,12.39,0.09,-0.77,-9.6,7.4
1985,7,10.09,0.39,-0.52,-2.3,7.4
1985,8,7.45,0.15,-1.19,8.5,7.1
1985,9,6.91,0.06,-0.07,0.2,7.1
1985,10,8.88,0.06,0.33,-5.6,7.1
1985,11,11.37,-0.49,1.31,-1.4,7
1985,12,13.18,0.43,0.71,2.1,7
1986,1,15.02,1.12,0.4,8,6.7
1986,2,15.94,1.55,0.33,-10.7,7.2
1986,3,16.1,1.57,0.81,0.8,7.2
1986,4,15.16,1.25,0.63,1.2,7.1
1986,5,13.5,0.91,0.57,-6.6,7.2
1986,6,12.09,0.69,-0.37,10.7,7.2
1986,7,10.46,1.11,-1,2.2,7
